Region,Country Code,Country,Year,Indicator Code,Indicator Name,Indicator Short Name,Category,Value Type,Sum of Value,Sum of Previous Year Value,Sum of Growth Rate %,Sum of Country Share %
East Asia,CHN,China,2024,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,6.77599881291286,6.88951941080068,-1.65%,5.67%
East Asia,CHN,China,2024,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,18743803170827.2,18270356654533.2,2.59%,61.53%
East Asia,CHN,China,2024,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,13303.1481543868,12951.1782397043,2.72%,7.38%
East Asia,CHN,China,2024,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.59,4.67,-1.71%,8.05%
East Asia,CHN,China,2024,SP.POP.TOTL,Total Population,Population,Population,People,1408975000,1410710000,-0.12%,36.70%
East Asia,KOR,"Korea, Rep.",2000,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.25916580080157,,,2.79%
East Asia,KOR,"Korea, Rep.",2000,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,32.8643016483147,,,8.77%
East Asia,KOR,"Korea, Rep.",2000,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,3.70634774761496,,,1.98%
East Asia,KOR,"Korea, Rep.",2000,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,597487173479.109,,,18.15%
East Asia,KOR,"Korea, Rep.",2000,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,12710.2995795579,,,19.01%
East Asia,KOR,"Korea, Rep.",2000,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,4.063,,,6.83%
East Asia,KOR,"Korea, Rep.",2000,SP.POP.TOTL,Total Population,Population,Population,People,47008111,,,1.55%
East Asia,KOR,"Korea, Rep.",2001,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.06657587897792,2.25916580080157,80.00%,4.20%
East Asia,KOR,"Korea, Rep.",2001,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,30.8628730280238,32.8643016483147,-6.09%,7.47%
East Asia,KOR,"Korea, Rep.",2001,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,3.42658775190792,3.70634774761496,-7.55%,1.90%
East Asia,KOR,"Korea, Rep.",2001,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,567564806235.441,597487173479.109,-5.01%,17.08%
East Asia,KOR,"Korea, Rep.",2001,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,11981.4828218758,12710.2995795579,-5.73%,19.38%
East Asia,KOR,"Korea, Rep.",2001,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.699,4.063,-8.96%,5.89%
East Asia,KOR,"Korea, Rep.",2001,SP.POP.TOTL,Total Population,Population,Population,People,47370164,47008111,0.77%,1.54%
East Asia,KOR,"Korea, Rep.",2002,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.76226210296599,4.06657587897792,-32.07%,3.27%
East Asia,KOR,"Korea, Rep.",2002,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,28.869081069037,30.8628730280238,-6.46%,7.24%
East Asia,KOR,"Korea, Rep.",2002,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,3.08041288429997,3.42658775190792,-10.10%,1.79%
East Asia,KOR,"Korea, Rep.",2002,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,650014391470.21,567564806235.441,14.53%,17.73%
East Asia,KOR,"Korea, Rep.",2002,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,13642.9424537101,11981.4828218758,13.87%,21.20%
East Asia,KOR,"Korea, Rep.",2002,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.046,3.699,-17.65%,4.53%
East Asia,KOR,"Korea, Rep.",2002,SP.POP.TOTL,Total Population,Population,Population,People,47644736,47370164,0.58%,1.53%
East Asia,KOR,"Korea, Rep.",2003,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.51487451459939,2.76226210296599,27.25%,5.95%
East Asia,KOR,"Korea, Rep.",2003,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,30.4447497818826,28.869081069037,5.46%,7.46%
East Asia,KOR,"Korea, Rep.",2003,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.84536325210175,3.08041288429997,-7.63%,1.72%
East Asia,KOR,"Korea, Rep.",2003,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,728516494684.269,650014391470.21,12.08%,17.27%
East Asia,KOR,"Korea, Rep.",2003,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,15211.5483770422,13642.9424537101,11.50%,21.53%
East Asia,KOR,"Korea, Rep.",2003,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.348,3.046,9.91%,4.88%
East Asia,KOR,"Korea, Rep.",2003,SP.POP.TOTL,Total Population,Population,Population,People,47892330,47644736,0.52%,1.52%
East Asia,KOR,"Korea, Rep.",2004,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,3.59066298882578,3.51487451459939,2.16%,6.75%
East Asia,KOR,"Korea, Rep.",2004,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,35.6099304973786,30.4447497818826,16.97%,8.01%
East Asia,KOR,"Korea, Rep.",2004,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.83577440437347,2.84536325210175,-0.34%,1.77%
East Asia,KOR,"Korea, Rep.",2004,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,823251107638.814,728516494684.269,13.00%,16.66%
East Asia,KOR,"Korea, Rep.",2004,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,17121.6301633201,15211.5483770422,12.56%,21.30%
East Asia,KOR,"Korea, Rep.",2004,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.42,3.348,2.15%,4.89%
East Asia,KOR,"Korea, Rep.",2004,SP.POP.TOTL,Total Population,Population,Population,People,48082519,47892330,0.40%,1.51%
East Asia,KOR,"Korea, Rep.",2005,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.75379162735039,3.59066298882578,-23.31%,4.21%
East Asia,KOR,"Korea, Rep.",2005,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.1271966602876,35.6099304973786,-4.16%,7.51%
East Asia,KOR,"Korea, Rep.",2005,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.50593990708172,2.83577440437347,-11.63%,1.64%
East Asia,KOR,"Korea, Rep.",2005,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,971740329983.878,823251107638.814,18.04%,16.74%
East Asia,KOR,"Korea, Rep.",2005,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,20167.0474902506,17121.6301633201,17.79%,21.39%
East Asia,KOR,"Korea, Rep.",2005,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.482,3.42,1.81%,4.98%
East Asia,KOR,"Korea, Rep.",2005,SP.POP.TOTL,Total Population,Population,Population,People,48184561,48082519,0.21%,1.49%
East Asia,KOR,"Korea, Rep.",2006,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.24234028518921,2.75379162735039,-18.57%,3.21%
East Asia,KOR,"Korea, Rep.",2006,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.4457182771661,34.1271966602876,0.93%,7.52%
East Asia,KOR,"Korea, Rep.",2006,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.3878051747446,2.50593990708172,-4.71%,1.64%
East Asia,KOR,"Korea, Rep.",2006,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1095175538508.19,971740329983.878,12.70%,16.14%
East Asia,KOR,"Korea, Rep.",2006,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,22609.7059431449,20167.0474902506,12.11%,21.27%
East Asia,KOR,"Korea, Rep.",2006,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.254,3.482,-6.55%,4.87%
East Asia,KOR,"Korea, Rep.",2006,SP.POP.TOTL,Total Population,Population,Population,People,48438292,48184561,0.53%,1.48%
East Asia,KOR,"Korea, Rep.",2007,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.53457382137932,2.24234028518921,13.03%,3.63%
East Asia,KOR,"Korea, Rep.",2007,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,36.0414909532161,34.4457182771661,4.63%,7.97%
East Asia,KOR,"Korea, Rep.",2007,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.17912737068276,2.3878051747446,-8.74%,1.51%
East Asia,KOR,"Korea, Rep.",2007,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1220911904593.06,1095175538508.19,11.48%,14.65%
East Asia,KOR,"Korea, Rep.",2007,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,25078.4853957105,22609.7059431449,10.92%,21.70%
East Asia,KOR,"Korea, Rep.",2007,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.013,3.254,-7.41%,4.55%
East Asia,KOR,"Korea, Rep.",2007,SP.POP.TOTL,Total Population,Population,Population,People,48683638,48438292,0.51%,1.48%
East Asia,KOR,"Korea, Rep.",2008,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.67389655533408,2.53457382137932,84.41%,3.63%
East Asia,KOR,"Korea, Rep.",2008,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,45.8471508377288,36.0414909532161,27.21%,9.89%
East Asia,KOR,"Korea, Rep.",2008,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.04179163138255,2.17912737068276,-6.30%,1.40%
East Asia,KOR,"Korea, Rep.",2008,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1091580692542.34,1220911904593.06,-10.59%,11.30%
East Asia,KOR,"Korea, Rep.",2008,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,22252.3125108061,25078.4853957105,-11.27%,17.85%
East Asia,KOR,"Korea, Rep.",2008,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,2.959,3.013,-1.79%,4.53%
East Asia,KOR,"Korea, Rep.",2008,SP.POP.TOTL,Total Population,Population,Population,People,49054708,48683638,0.76%,1.47%
East Asia,KOR,"Korea, Rep.",2009,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.7564965449393,4.67389655533408,-41.02%,4.28%
East Asia,KOR,"Korea, Rep.",2009,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,43.5106195264818,45.8471508377288,-5.10%,10.42%
East Asia,KOR,"Korea, Rep.",2009,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.13804528061097,2.04179163138255,4.71%,1.45%
East Asia,KOR,"Korea, Rep.",2009,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,983065242417.36,1091580692542.34,-9.94%,9.89%
East Asia,KOR,"Korea, Rep.",2009,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,19937.3029137734,22252.3125108061,-10.40%,19.34%
East Asia,KOR,"Korea, Rep.",2009,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.363,2.959,13.65%,4.82%
East Asia,KOR,"Korea, Rep.",2009,SP.POP.TOTL,Total Population,Population,Population,People,49307835,49054708,0.52%,1.46%
East Asia,KOR,"Korea, Rep.",2010,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.93928652655686,2.7564965449393,6.63%,3.85%
East Asia,KOR,"Korea, Rep.",2010,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,45.2718606886955,43.5106195264818,4.05%,11.53%
East Asia,KOR,"Korea, Rep.",2010,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.0444228836758,2.13804528061097,-4.38%,1.40%
East Asia,KOR,"Korea, Rep.",2010,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1192830015737.68,983065242417.36,21.34%,9.88%
East Asia,KOR,"Korea, Rep.",2010,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,24071.2620526362,19937.3029137734,20.73%,19.31%
East Asia,KOR,"Korea, Rep.",2010,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.324,3.363,-1.16%,5.19%
East Asia,KOR,"Korea, Rep.",2010,SP.POP.TOTL,Total Population,Population,Population,People,49554112,49307835,0.50%,1.45%
East Asia,KOR,"Korea, Rep.",2011,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,4.0259650043609,2.93928652655686,36.97%,5.07%
East Asia,KOR,"Korea, Rep.",2011,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,51.2813207677942,45.2718606886955,13.27%,12.23%
East Asia,KOR,"Korea, Rep.",2011,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.10765665250747,2.0444228836758,3.09%,1.45%
East Asia,KOR,"Korea, Rep.",2011,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1307103477219.1,1192830015737.68,9.58%,9.12%
East Asia,KOR,"Korea, Rep.",2011,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,26175.2398553363,24071.2620526362,8.74%,18.24%
East Asia,KOR,"Korea, Rep.",2011,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,2.992,3.324,-9.99%,4.92%
East Asia,KOR,"Korea, Rep.",2011,SP.POP.TOTL,Total Population,Population,Population,People,49936638,49554112,0.77%,1.45%
East Asia,KOR,"Korea, Rep.",2012,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,2.18707104433314,4.0259650043609,-45.68%,3.34%
East Asia,KOR,"Korea, Rep.",2012,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,52.0235312085188,51.2813207677942,1.45%,12.39%
East Asia,KOR,"Korea, Rep.",2012,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,2.08215187594443,2.10765665250747,-1.21%,1.50%
East Asia,KOR,"Korea, Rep.",2012,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1335343586437.67,1307103477219.1,2.16%,8.57%
East Asia,KOR,"Korea, Rep.",2012,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,26600.5477433903,26175.2398553363,1.62%,17.91%
East Asia,KOR,"Korea, Rep.",2012,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,2.812,2.992,-6.02%,4.54%
East Asia,KOR,"Korea, Rep.",2012,SP.POP.TOTL,Total Population,Population,Population,People,50199853,49936638,0.53%,1.44%
East Asia,KOR,"Korea, Rep.",2013,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.30134754547413,2.18707104433314,-40.50%,1.98%
East Asia,KOR,"Korea, Rep.",2013,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,49.2338591040691,52.0235312085188,-5.36%,12.01%
East Asia,KOR,"Korea, Rep.",2013,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.99508166521127,2.08215187594443,-4.18%,1.47%
East Asia,KOR,"Korea, Rep.",2013,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1434669686501.84,1335343586437.67,7.44%,8.48%
East Asia,KOR,"Korea, Rep.",2013,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,28449.3591104972,26600.5477433903,6.95%,18.74%
East Asia,KOR,"Korea, Rep.",2013,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.067,2.812,9.07%,4.91%
East Asia,KOR,"Korea, Rep.",2013,SP.POP.TOTL,Total Population,Population,Population,People,50428893,50199853,0.46%,1.43%
East Asia,KOR,"Korea, Rep.",2014,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.27477446401322,1.30134754547413,-2.04%,2.18%
East Asia,KOR,"Korea, Rep.",2014,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,45.7876203673052,49.2338591040691,-7.00%,11.58%
East Asia,KOR,"Korea, Rep.",2014,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.95176665660859,1.99508166521127,-2.17%,1.46%
East Asia,KOR,"Korea, Rep.",2014,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1556252422020.44,1434669686501.84,8.47%,8.55%
East Asia,KOR,"Korea, Rep.",2014,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,30667.0912467447,28449.3591104972,7.80%,19.87%
East Asia,KOR,"Korea, Rep.",2014,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.082,3.067,0.49%,5.04%
East Asia,KOR,"Korea, Rep.",2014,SP.POP.TOTL,Total Population,Population,Population,People,50746659,50428893,0.63%,1.43%
East Asia,KOR,"Korea, Rep.",2015,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,0.70633177245575,1.27477446401322,-44.59%,1.45%
East Asia,KOR,"Korea, Rep.",2015,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,40.9681314540182,45.7876203673052,-10.53%,10.77%
East Asia,KOR,"Korea, Rep.",2015,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.89858430952633,1.95176665660859,-2.72%,1.45%
East Asia,KOR,"Korea, Rep.",2015,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1539212301135.55,1556252422020.44,-1.09%,8.26%
East Asia,KOR,"Korea, Rep.",2015,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,30171.7906545222,30667.0912467447,-1.62%,21.61%
East Asia,KOR,"Korea, Rep.",2015,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.546,3.082,15.06%,5.52%
East Asia,KOR,"Korea, Rep.",2015,SP.POP.TOTL,Total Population,Population,Population,People,51014947,50746659,0.53%,1.42%
East Asia,KOR,"Korea, Rep.",2016,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,0.971685739912168,0.70633177245575,37.57%,2.07%
East Asia,KOR,"Korea, Rep.",2016,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,38.1129875583911,40.9681314540182,-6.97%,10.58%
East Asia,KOR,"Korea, Rep.",2016,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.73945648142804,1.89858430952633,-8.38%,1.38%
East Asia,KOR,"Korea, Rep.",2016,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1579150518945.44,1539212301135.55,2.59%,8.23%
East Asia,KOR,"Korea, Rep.",2016,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,30832.0628072516,30171.7906545222,2.19%,22.36%
East Asia,KOR,"Korea, Rep.",2016,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.65,3.546,2.93%,5.77%
East Asia,KOR,"Korea, Rep.",2016,SP.POP.TOTL,Total Population,Population,Population,People,51217803,51014947,0.40%,1.41%
East Asia,KOR,"Korea, Rep.",2017,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.94433230786366,0.971685739912168,100.10%,4.13%
East Asia,KOR,"Korea, Rep.",2017,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,38.8488899920532,38.1129875583911,1.93%,10.50%
East Asia,KOR,"Korea, Rep.",2017,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.71494254133381,1.73945648142804,-1.41%,1.39%
East Asia,KOR,"Korea, Rep.",2017,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1710196756713.17,1579150518945.44,8.30%,8.14%
East Asia,KOR,"Korea, Rep.",2017,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,33296.9845439195,30832.0628072516,7.99%,22.95%
East Asia,KOR,"Korea, Rep.",2017,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.653,3.65,0.08%,5.66%
East Asia,KOR,"Korea, Rep.",2017,SP.POP.TOTL,Total Population,Population,Population,People,51361911,51217803,0.28%,1.40%
East Asia,KOR,"Korea, Rep.",2018,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,1.47583935002645,1.94433230786366,-24.10%,2.92%
East Asia,KOR,"Korea, Rep.",2018,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,39.4523497931837,38.8488899920532,1.55%,10.48%
East Asia,KOR,"Korea, Rep.",2018,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.59932774432361,1.71494254133381,-6.74%,1.35%
East Asia,KOR,"Korea, Rep.",2018,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1824251454306.83,1710196756713.17,6.67%,7.93%
East Asia,KOR,"Korea, Rep.",2018,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,35363.9508228687,33296.9845439195,6.21%,22.46%
East Asia,KOR,"Korea, Rep.",2018,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.824,3.653,4.68%,5.78%
East Asia,KOR,"Korea, Rep.",2018,SP.POP.TOTL,Total Population,Population,Population,People,51585058,51361911,0.43%,1.40%
East Asia,KOR,"Korea, Rep.",2019,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,0.383000303608136,1.47583935002645,-74.05%,0.80%
East Asia,KOR,"Korea, Rep.",2019,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,37.0413266370488,39.4523497931837,-6.11%,10.06%
East Asia,KOR,"Korea, Rep.",2019,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.50689433955588,1.59932774432361,-5.78%,1.29%
East Asia,KOR,"Korea, Rep.",2019,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1751045752054.63,1824251454306.83,-4.01%,7.44%
East Asia,KOR,"Korea, Rep.",2019,NY.GDP.PCAP.CD,GDP Per Capita Current US$,GDP per Capita,Economy,US Dollars,33826.9443301597,35363.9508228687,-4.35%,21.83%
East Asia,KOR,"Korea, Rep.",2019,SL.UEM.TOTL.ZS,Unemployment Total %,Unemployment,Labor,Percentage,3.746,3.824,-2.04%,5.52%
East Asia,KOR,"Korea, Rep.",2019,SP.POP.TOTL,Total Population,Population,Population,People,51764822,51585058,0.35%,1.39%
East Asia,KOR,"Korea, Rep.",2020,FP.CPI.TOTL.ZG,Inflation Annual %,Inflation,Economy,Percentage,0.537288023411737,0.383000303608136,40.28%,1.06%
East Asia,KOR,"Korea, Rep.",2020,NE.EXP.GNFS.ZS,Exports of Goods and Services % of GDP,Exports % GDP,Trade,Percentage,34.6152001987888,37.0413266370488,-6.55%,10.09%
East Asia,KOR,"Korea, Rep.",2020,NV.AGR.TOTL.ZS,Agriculture Value Added % of GDP,Agriculture % GDP,Agriculture,Percentage,1.57795135359259,1.50689433955588,4.72%,1.26%
East Asia,KOR,"Korea, Rep.",2020,NY.GDP.MKTP.CD,GDP Current US$,GDP,Economy,US Dollars,1744070276373.34,1751045752054.63,-0.40%,7.43%
